"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","E","F","species","year","ID"
"2030",2774860000,78506600,0.121067,2707630000,94133600,0.124153,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",30,"B0-D100-E1-F0-cod-21"
"2031",2459220000,117185000,0.121067,2406420000,123616000,0.123052,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",31,"B0-D100-E1-F0-cod-21"
"2032",2156940000,50659500,0.121067,2138170000,54217800,0.121105,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",32,"B0-D100-E1-F0-cod-21"
"2033",1911360000,161480000,0.121067,1928970000,173255000,0.118872,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",33,"B0-D100-E1-F0-cod-21"
"2034",1716520000,93204400,0.121067,1765520000,98215500,0.116649,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",34,"B0-D100-E1-F0-cod-21"
"2035",1571810000,130748000,0.121067,1646860000,107465000,0.11463,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",35,"B0-D100-E1-F0-cod-21"
"2036",1496480000,138183000,0.121067,1594700000,116862000,0.112915,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",36,"B0-D100-E1-F0-cod-21"
"2037",1452020000,67830100,0.121067,1559210000,79227600,0.113121,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",37,"B0-D100-E1-F0-cod-21"
"2038",1447310000,73315400,0.121067,1539450000,84188300,0.114923,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",38,"B0-D100-E1-F0-cod-21"
"2039",1448850000,188260000,0.121067,1518640000,162936000,0.116094,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",39,"B0-D100-E1-F0-cod-21"
"2040",1422580000,64377200,0.121067,1481300000,71043100,0.116507,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",40,"B0-D100-E1-F0-cod-21"
"2041",1412300000,135641000,0.121067,1459510000,125361000,0.118193,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",41,"B0-D100-E1-F0-cod-21"
"2042",1426760000,98411000,0.121067,1455690000,99076500,0.11921,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",42,"B0-D100-E1-F0-cod-21"
"2043",1425820000,66305800,0.121067,1441110000,55973400,0.120576,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",43,"B0-D100-E1-F0-cod-21"
"2044",1434280000,80064200,0.121067,1434800000,80467200,0.121602,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",44,"B0-D100-E1-F0-cod-21"
"2045",1421340000,102013000,0.121067,1408760000,126457000,0.122897,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",45,"B0-D100-E1-F0-cod-21"
"2046",1384180000,112530000,0.121067,1357720000,89544200,0.123953,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",46,"B0-D100-E1-F0-cod-21"
"2047",1344400000,77918800,0.121067,1316220000,69285400,0.123249,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",47,"B0-D100-E1-F0-cod-21"
"2048",1318790000,104812000,0.121067,1295950000,107287000,0.123611,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",48,"B0-D100-E1-F0-cod-21"
"2049",1300620000,80128500,0.121067,1269750000,85348400,0.124623,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",49,"B0-D100-E1-F0-cod-21"
"2050",1282140000,74969100,0.121067,1242260000,67739200,0.125365,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",50,"B0-D100-E1-F0-cod-21"
"2051",1268340000,82600300,0.121067,1224620000,76980900,0.125508,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",51,"B0-D100-E1-F0-cod-21"
"2052",1245490000,160039000,0.121067,1200230000,153192000,0.125975,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",52,"B0-D100-E1-F0-cod-21"
"2053",1217390000,116313000,0.121067,1167180000,117243000,0.126761,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",53,"B0-D100-E1-F0-cod-21"
"2054",1213430000,39153000,0.121067,1155820000,39615500,0.127649,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",54,"B0-D100-E1-F0-cod-21"
"2055",1248320000,87379800,0.121067,1183170000,96485000,0.128002,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",55,"B0-D100-E1-F0-cod-21"
"2056",1266830000,48179200,0.121067,1197720000,57944300,0.128214,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",56,"B0-D100-E1-F0-cod-21"
"2057",1251940000,134694000,0.121067,1184120000,137957000,0.127719,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",57,"B0-D100-E1-F0-cod-21"
"2058",1221440000,130663000,0.121067,1163840000,134662000,0.126391,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",58,"B0-D100-E1-F0-cod-21"
"2059",1190110000,123510000,0.121067,1147650000,117022000,0.124827,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",59,"B0-D100-E1-F0-cod-21"
"2060",1198980000,68539300,0.121067,1172060000,68570400,0.123162,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",60,"B0-D100-E1-F0-cod-21"
"2061",1233430000,141953000,0.121067,1218480000,140093000,0.122331,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",61,"B0-D100-E1-F0-cod-21"
"2062",1264940000,50274300,0.121067,1255290000,49278600,0.121896,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",62,"B0-D100-E1-F0-cod-21"
"2063",1288130000,55943600,0.121067,1280700000,60696600,0.121876,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",63,"B0-D100-E1-F0-cod-21"
"2064",1307020000,156497000,0.121067,1299260000,160250000,0.121888,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",64,"B0-D100-E1-F0-cod-21"
"2065",1282550000,138333000,0.121067,1274930000,132652000,0.121734,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",65,"B0-D100-E1-F0-cod-21"
"2066",1261860000,92055400,0.121067,1257500000,79149800,0.121403,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",66,"B0-D100-E1-F0-cod-21"
"2067",1284410000,113033000,0.121067,1282960000,115970000,0.121364,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",67,"B0-D100-E1-F0-cod-21"
"2068",1316770000,68665000,0.121067,1311120000,72957200,0.122135,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",68,"B0-D100-E1-F0-cod-21"
"2069",1340740000,117621000,0.121067,1326150000,123256000,0.12276,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",69,"B0-D100-E1-F0-cod-21"
"2070",1351230000,81094000,0.121067,1332310000,80793000,0.122898,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",70,"B0-D100-E1-F0-cod-21"
"2071",1345120000,95326900,0.121067,1326990000,91669500,0.122619,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",71,"B0-D100-E1-F0-cod-21"
"2072",1338460000,117809000,0.121067,1324610000,115691000,0.122229,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",72,"B0-D100-E1-F0-cod-21"
"2073",1320790000,44353800,0.121067,1309710000,47200600,0.122153,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",73,"B0-D100-E1-F0-cod-21"
"2074",1310490000,139636000,0.121067,1299320000,135337000,0.122258,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",74,"B0-D100-E1-F0-cod-21"
"2075",1294390000,176415000,0.121067,1282940000,169738000,0.12217,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",75,"B0-D100-E1-F0-cod-21"
"2076",1271680000,85298800,0.121067,1259820000,87059900,0.122464,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",76,"B0-D100-E1-F0-cod-21"
"2077",1298450000,136276000,0.121067,1282320000,137860000,0.123015,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",77,"B0-D100-E1-F0-cod-21"
"2078",1347890000,103363000,0.121067,1326170000,99056200,0.123265,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",78,"B0-D100-E1-F0-cod-21"
"2079",1386010000,100377000,0.121067,1361470000,98988300,0.123385,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",79,"B0-D100-E1-F0-cod-21"
"2080",1424320000,74859300,0.121067,1397680000,76510900,0.123587,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",80,"B0-D100-E1-F0-cod-21"
"2081",1442980000,130782000,0.121067,1412960000,136220000,0.12384,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",81,"B0-D100-E1-F0-cod-21"
"2082",1437810000,67994400,0.121067,1405700000,66805200,0.123924,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",82,"B0-D100-E1-F0-cod-21"
"2083",1421690000,163601000,0.121067,1391010000,161364000,0.123639,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",83,"B0-D100-E1-F0-cod-21"
"2084",1405810000,82063500,0.121067,1379440000,81563800,0.12331,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",84,"B0-D100-E1-F0-cod-21"
"2085",1393350000,103898000,0.121067,1369620000,101141000,0.123214,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",85,"B0-D100-E1-F0-cod-21"
"2086",1402980000,50136000,0.121067,1380570000,52697000,0.123071,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",86,"B0-D100-E1-F0-cod-21"
"2087",1398330000,124265000,0.121067,1375860000,120275000,0.123191,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",87,"B0-D100-E1-F0-cod-21"
"2088",1377290000,62432900,0.121067,1354290000,60911300,0.123168,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",88,"B0-D100-E1-F0-cod-21"
"2089",1342920000,74481800,0.121067,1319650000,73782200,0.123416,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",89,"B0-D100-E1-F0-cod-21"
"2090",1315630000,67435700,0.121067,1290240000,67919000,0.123654,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",90,"B0-D100-E1-F0-cod-21"
"2091",1272220000,99539700,0.121067,1244670000,103267000,0.123956,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",91,"B0-D100-E1-F0-cod-21"
"2092",1224200000,61781300,0.121067,1195300000,63181800,0.124133,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",92,"B0-D100-E1-F0-cod-21"
"2093",1.182e+09,73250900,0.121067,1154040000,75619800,0.123948,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",93,"B0-D100-E1-F0-cod-21"
"2094",1149890000,111300000,0.121067,1125700000,110211000,0.123523,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",94,"B0-D100-E1-F0-cod-21"
"2095",1114010000,44116800,0.121067,1094690000,44816500,0.122993,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",95,"B0-D100-E1-F0-cod-21"
"2096",1093740000,133991000,0.121067,1079330000,131293000,0.122586,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",96,"B0-D100-E1-F0-cod-21"
"2097",1081820000,50433700,0.121067,1071020000,47564700,0.122177,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",97,"B0-D100-E1-F0-cod-21"
"2098",1073590000,135464000,0.121067,1064780000,133371000,0.122196,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",98,"B0-D100-E1-F0-cod-21"
"2099",1082560000,73662800,0.121067,1072980000,74240100,0.12235,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",99,"B0-D100-E1-F0-cod-21"
"2100",1090920000,171821000,0.121067,1078380000,102564000,0.122788,"B0-D100-E1-F0-cod",21,"B0","D100","E1","F0","cod",100,"B0-D100-E1-F0-cod-21"
"2101",4084180000,292264000,0,3988580000,135145000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",1,"B0-D100-E1-F0-cod-22"
"2102",4084270000,94221300,0,3988590000,155192000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",2,"B0-D100-E1-F0-cod-22"
"2103",4132760000,95425500,0,3.99e+09,124144000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",3,"B0-D100-E1-F0-cod-22"
"2104",4241920000,162265000,0,4000890000,134079000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",4,"B0-D100-E1-F0-cod-22"
"2105",4305050000,45171800,0,4020650000,124126000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",5,"B0-D100-E1-F0-cod-22"
"2106",4341060000,111594000,0,4035160000,106100000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",6,"B0-D100-E1-F0-cod-22"
"2107",4342990000,195498000,0,4045550000,136294000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",7,"B0-D100-E1-F0-cod-22"
"2108",4279260000,93654700,0,4040730000,104998000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",8,"B0-D100-E1-F0-cod-22"
"2109",4220970000,105771000,0,4022670000,114329000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",9,"B0-D100-E1-F0-cod-22"
"2110",4184750000,169770000,0,3999710000,107773000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",10,"B0-D100-E1-F0-cod-22"
"2111",4129720000,45402300,0,3961990000,125417000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",11,"B0-D100-E1-F0-cod-22"
"2112",4085820000,157232000,0,3916480000,100418000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",12,"B0-D100-E1-F0-cod-22"
"2113",4044830000,167898000,0,3868260000,105476000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",13,"B0-D100-E1-F0-cod-22"
"2114",3980560000,87311700,0,3821650000,69443100,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",14,"B0-D100-E1-F0-cod-22"
"2115",3954660000,207336000,0,3767950000,188169000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",15,"B0-D100-E1-F0-cod-22"
"2116",3944500000,95128300,0,3701600000,100725000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",16,"B0-D100-E1-F0-cod-22"
"2117",3946730000,141048000,0,3643010000,113687000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",17,"B0-D100-E1-F0-cod-22"
"2118",3982240000,91935400,0,3626280000,81043600,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",18,"B0-D100-E1-F0-cod-22"
"2119",4002600000,147505000,0,3609230000,133028000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",19,"B0-D100-E1-F0-cod-22"
"2120",4014320000,232037000,0,3588180000,250276000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",20,"B0-D100-E1-F0-cod-22"
"2121",4007770000,135631000,0,3559570000,134899000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",21,"B0-D100-E1-F0-cod-22"
"2122",4038280000,85106100,0,3583900000,80678400,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",22,"B0-D100-E1-F0-cod-22"
"2123",4115060000,108258000,0,3679020000,129900000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",23,"B0-D100-E1-F0-cod-22"
"2124",4170260000,124063000,0,3762120000,126346000,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",24,"B0-D100-E1-F0-cod-22"
"2125",4183720000,84510100,0,3814790000,76455500,0,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",25,"B0-D100-E1-F0-cod-22"
"2126",4170650000,140612000,0.121067,3854440000,150449000,0.130721,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",26,"B0-D100-E1-F0-cod-22"
"2127",3663450000,80398100,0.121067,3394430000,92621100,0.130565,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",27,"B0-D100-E1-F0-cod-22"
"2128",3.214e+09,45614800,0.121067,2982600000,60951200,0.13017,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",28,"B0-D100-E1-F0-cod-22"
"2129",2836100000,143051000,0.121067,2643290000,123399000,0.129432,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",29,"B0-D100-E1-F0-cod-22"
"2130",2490620000,95596700,0.121067,2338740000,100348000,0.12825,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",30,"B0-D100-E1-F0-cod-22"
"2131",2197990000,200865000,0.121067,2079080000,191681000,0.127774,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",31,"B0-D100-E1-F0-cod-22"
"2132",1983730000,131081000,0.121067,1881630000,120509000,0.127374,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",32,"B0-D100-E1-F0-cod-22"
"2133",1844600000,68690800,0.121067,1752980000,77430600,0.127361,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",33,"B0-D100-E1-F0-cod-22"
"2134",1789230000,146126000,0.121067,1696490000,133975000,0.127964,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",34,"B0-D100-E1-F0-cod-22"
"2135",1742140000,98464300,0.121067,1645230000,123011000,0.128274,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",35,"B0-D100-E1-F0-cod-22"
"2136",1693960000,81075500,0.121067,1594130000,78543200,0.128927,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",36,"B0-D100-E1-F0-cod-22"
"2137",1662150000,52393300,0.121067,1562510000,63329100,0.128234,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",37,"B0-D100-E1-F0-cod-22"
"2138",1615470000,87813100,0.121067,1528700000,89687700,0.127547,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",38,"B0-D100-E1-F0-cod-22"
"2139",1544720000,196029000,0.121067,1471500000,224206000,0.126425,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",39,"B0-D100-E1-F0-cod-22"
"2140",1458370000,85902100,0.121067,1402400000,101526000,0.125184,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",40,"B0-D100-E1-F0-cod-22"
"2141",1414290000,93662000,0.121067,1380240000,98296000,0.122452,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",41,"B0-D100-E1-F0-cod-22"
"2142",1419080000,87946000,0.121067,1419700000,81785800,0.119423,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",42,"B0-D100-E1-F0-cod-22"
"2143",1413200000,51995600,0.121067,1447850000,59744300,0.116945,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",43,"B0-D100-E1-F0-cod-22"
"2144",1400080000,89537100,0.121067,1458750000,87180600,0.115551,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",44,"B0-D100-E1-F0-cod-22"
"2145",1365960000,146166000,0.121067,1438600000,126739000,0.114327,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",45,"B0-D100-E1-F0-cod-22"
"2146",1313730000,68381700,0.121067,1395320000,91478300,0.113767,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",46,"B0-D100-E1-F0-cod-22"
"2147",1285670000,139187000,0.121067,1362520000,94918800,0.114858,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",47,"B0-D100-E1-F0-cod-22"
"2148",1279500000,142551000,0.121067,1346720000,137883000,0.114977,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",48,"B0-D100-E1-F0-cod-22"
"2149",1277350000,75753400,0.121067,1332180000,86983100,0.117633,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",49,"B0-D100-E1-F0-cod-22"
"2150",1309620000,52973500,0.121067,1330120000,48642400,0.120573,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",50,"B0-D100-E1-F0-cod-22"
"2151",1344330000,113919000,0.121067,1338760000,113698000,0.122268,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",51,"B0-D100-E1-F0-cod-22"
"2152",1341810000,131864000,0.121067,1320670000,160315000,0.123648,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",52,"B0-D100-E1-F0-cod-22"
"2153",1319420000,169494000,0.121067,1285800000,173840000,0.124533,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",53,"B0-D100-E1-F0-cod-22"
"2154",1315760000,63711300,0.121067,1282810000,60363100,0.123254,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",54,"B0-D100-E1-F0-cod-22"
"2155",1346480000,89728900,0.121067,1330320000,97937800,0.121658,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",55,"B0-D100-E1-F0-cod-22"
"2156",1386680000,145652000,0.121067,1385730000,139934000,0.120618,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",56,"B0-D100-E1-F0-cod-22"
"2157",1391910000,34827300,0.121067,1402910000,39048200,0.119527,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",57,"B0-D100-E1-F0-cod-22"
"2158",1398110000,203819000,0.121067,1418400000,203866000,0.119149,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",58,"B0-D100-E1-F0-cod-22"
"2159",1395020000,108851000,0.121067,1419140000,124759000,0.118799,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",59,"B0-D100-E1-F0-cod-22"
"2160",1388550000,246486000,0.121067,1414660000,259282000,0.118742,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",60,"B0-D100-E1-F0-cod-22"
"2161",1427140000,117088000,0.121067,1457750000,114195000,0.118031,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",61,"B0-D100-E1-F0-cod-22"
"2162",1495060000,273799000,0.121067,1538280000,270291000,0.117107,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",62,"B0-D100-E1-F0-cod-22"
"2163",1602520000,88032200,0.121067,1659740000,88176200,0.11665,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",63,"B0-D100-E1-F0-cod-22"
"2164",1719170000,159767000,0.121067,1782020000,154334000,0.116867,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",64,"B0-D100-E1-F0-cod-22"
"2165",1847160000,108234000,0.121067,1910600000,107431000,0.11715,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",65,"B0-D100-E1-F0-cod-22"
"2166",1912530000,164520000,0.121067,1971520000,156025000,0.117705,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",66,"B0-D100-E1-F0-cod-22"
"2167",1945030000,74502700,0.121067,1995080000,74856100,0.118293,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",67,"B0-D100-E1-F0-cod-22"
"2168",1945560000,152576000,0.121067,1983350000,141002000,0.119193,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",68,"B0-D100-E1-F0-cod-22"
"2169",1924460000,262913000,0.121067,1947590000,269858000,0.119999,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",69,"B0-D100-E1-F0-cod-22"
"2170",1875730000,82209700,0.121067,1883100000,78270400,0.121161,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",70,"B0-D100-E1-F0-cod-22"
"2171",1879940000,126073000,0.121067,1870510000,121503000,0.121918,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",71,"B0-D100-E1-F0-cod-22"
"2172",1917790000,59972900,0.121067,1898410000,64526600,0.1226,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",72,"B0-D100-E1-F0-cod-22"
"2173",1912320000,125311000,0.121067,1882350000,128470000,0.1233,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",73,"B0-D100-E1-F0-cod-22"
"2174",1873990000,157425000,0.121067,1836070000,164374000,0.123706,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",74,"B0-D100-E1-F0-cod-22"
"2175",1802060000,66923000,0.121067,1761710000,69046000,0.123809,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",75,"B0-D100-E1-F0-cod-22"
"2176",1750210000,75098400,0.121067,1712220000,75096100,0.123478,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",76,"B0-D100-E1-F0-cod-22"
"2177",1705170000,59208200,0.121067,1674050000,60181500,0.123057,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",77,"B0-D100-E1-F0-cod-22"
"2178",1632490000,89421700,0.121067,1607940000,91065900,0.122713,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",78,"B0-D100-E1-F0-cod-22"
"2179",1542940000,66728400,0.121067,1523590000,67365900,0.122434,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",79,"B0-D100-E1-F0-cod-22"
"2180",1447680000,121078000,0.121067,1432570000,124983000,0.122165,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",80,"B0-D100-E1-F0-cod-22"
"2181",1361530000,74597700,0.121067,1350020000,74152500,0.121949,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",81,"B0-D100-E1-F0-cod-22"
"2182",1294300000,115696000,0.121067,1286010000,118895000,0.121592,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",82,"B0-D100-E1-F0-cod-22"
"2183",1255160000,63541700,0.121067,1250520000,63856500,0.121355,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",83,"B0-D100-E1-F0-cod-22"
"2184",1229500000,144568000,0.121067,1227410000,143284000,0.121049,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",84,"B0-D100-E1-F0-cod-22"
"2185",1216350000,81470600,0.121067,1217230000,82546900,0.120838,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",85,"B0-D100-E1-F0-cod-22"
"2186",1212090000,157505000,0.121067,1213730000,170384000,0.120863,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",86,"B0-D100-E1-F0-cod-22"
"2187",1230170000,83139000,0.121067,1231360000,83943600,0.120891,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",87,"B0-D100-E1-F0-cod-22"
"2188",1256940000,53253900,0.121067,1260750000,53719900,0.120232,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",88,"B0-D100-E1-F0-cod-22"
"2189",1299120000,60055100,0.121067,1310860000,62667800,0.119645,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",89,"B0-D100-E1-F0-cod-22"
"2190",1306740000,36426400,0.121067,1324580000,39623300,0.119175,"B0-D100-E1-F0-cod",22,"B0","D100","E1","F0","cod",90,"B0-D100-E1-F0-cod-22"
